"Longitude","Latitude","Genus","Species","x"
-97.134949,27.972702,"Quercus","virginiana",93.4666666666667
-82.718468,28.039858,"Quercus","virginiana",50
-82.706299,28.045185,"Quercus","virginiana",235.125
-82.424065,28.057789,"Quercus","virginiana",170.513513513514
-82.729958,28.150997,"Quercus","virginiana",68
-82.609047,28.345505,"Quercus","virginiana",106
-81.997917,28.618063,"Quercus","virginiana",75
-82.846573,29.502026,"Quercus","virginiana",270
-98.915482,29.513208,"Quercus","virginiana",91
-84.147591,30.151529,"Quercus","virginiana",159.921568627451
-97.693077,30.27471,"Quercus","virginiana",218
-97.75518,30.330112,"Quercus","virginiana",58
-91.974129,30.335663,"Quercus","virginiana",289.666666666667
-90.182861,30.468864,"Quercus","virginiana",82.375
-88.442879,30.805164,"Quercus","virginiana",86.5
-106.763657,32.319939,"Quercus","virginiana",16
-96.664871,33.035183,"Quercus","virginiana",306
-96.857719,33.086292,"Quercus","virginiana",59
-97.043053,33.150963,"Quercus","virginiana",57.75
-97.149483,33.19767,"Quercus","virginiana",57.5
-97.128609,33.223484,"Quercus","virginiana",92.3111111111111
-97.127892,33.226196,"Quercus","virginiana",50.8
-80.445854,33.546391,"Quercus","virginiana",213
-79.830627,33.667664,"Quercus","virginiana",28
-79.782715,34.928726,"Quercus","virginiana",226.333333333333
-106.480675,35.04623,"Quercus","virginiana",172
-97.447594,35.179417,"Quercus","virginiana",87
-80.447639,37.214645,"Quercus","virginiana",269
-71.915535,42.118385,"Quercus","virginiana",197.492537313433
